jbID,Family,Genus,Species,Sundaland,Phil_Palawan,Phil_other,Sulawesi,Moluccas,Lesser_Sundas,New_Guinea,Growth_form,Elev_min,Elev_max,Fruit_type,Fruit_lg_min,Fruit_lg_max,Fruit_wd_min,Fruit_wd_max,Fruit_color,Flesh_color,Fruit_odor,Fruit-shape,Seed-attachment,Num_seeds_min,Num_seeds_max,Seed_lg_ming,Seed_lg_max,Seed_wd_min,Seed_wd_max,Seed_mass,Notes
2206,Ericaceae,Dimorphanthera,calodon,0,0,0,0,0,0,1,shrub,,,berry,,,8.0,8.0,,,,subglobose,,,,,,,,,common-at-2840m
2207,Ericaceae,Dimorphanthera,chlorocarpa,0,0,0,0,0,0,1,shrub,1900,3650,berry,,,7.0,7.0,green,,,subglobose,,,,,,,,,subspecies-of-V.-dekoekii.-Green-colour-of-fruit-may-be-due-to-an-unripe-specimen
2208,Ericaceae,Dimorphanthera,clemensiae,0,0,0,0,0,0,1,shrub,1675,2700,berry,,,10.0,10.0,purple,,,globose,,,,,,,,,
2209,Ericaceae,Dimorphanthera,collinsii,0,0,0,0,0,0,1,shrub,3300,3560,,,,,,,,,,,,,,,,,,no-fruit-info
2210,Ericaceae,Dimorphanthera,cornuta,0,0,0,0,0,0,1,shrub-or-tree,2200,3250,,,,,,,,,,,,,,,,,,no-fruit-info
2211,Ericaceae,Dimorphanthera,crassifloia,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-2100m
2212,Ericaceae,Dimorphanthera,declinata,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-1980m
2213,Ericaceae,Dimorphanthera,dekoekii,0,0,0,0,0,0,1,shrub,1250,3600,berry,,,7.0,7.0,black-red,,,subglobose,,,,,,,,,fruit-specimen-dry
2214,Ericaceae,Dimorphanthera,denticuliferea,0,0,0,0,0,0,1,shrub,1700,2600,berry,12.0,12.0,10.0,10.0,black-blue,,,subglobose,,,,,,,,,
2215,Ericaceae,Dimorphanthera,doctersii,0,0,0,0,0,0,1,shrub,1060,1800,berry,,,10.0,10.0,black-purple,,,subglobose,,,,,,,,,
2216,Ericaceae,Dimorphanthera,dryophila,0,0,0,0,0,0,1,shrub,820,1600,berry,,,8.0,8.0,,,,subglobose,,,,,,,,,
2217,Ericaceae,Dimorphanthera,elegantissima,0,0,0,0,0,0,1,shrub,800,1830,,,,,,,,,,,,,,,,,,no-fruit-info
2218,Ericaceae,Dimorphanthera,eymae,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info
2219,Ericaceae,Dimorphanthera,forbesii,0,0,0,0,0,0,1,shrub,1200,1525,,,,,,,,,,,,,,,,,,no-fruit-info
2220,Ericaceae,Dimorphanthera,gracilis,0,0,0,0,0,0,1,shrub,,,berry,,,8.0,8.0,red,,,subglobose,,,,,,,,,
2221,Ericaceae,Dimorphanthera,hirsutilflora,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-2900m
2222,Ericaceae,Dimorphanthera,intermedia,0,0,0,0,0,0,1,liana,,,,,,,,,,,,,,,,,,,,no-fruit-info
2223,Ericaceae,Dimorphanthera,kalmanii,0,0,0,0,0,0,1,tree,,,berry,,,8.0,9.0,purple,,,subglobose,,,,,,,,,
2224,Ericaceae,Dimorphanthera,kempteriana,0,0,0,0,0,0,1,climber-or-shrub,1000,2300,berry,,,7.0,8.0,,,,subglobose,,,,,,,,,
2225,Ericaceae,Dimorphanthera,lancifolia,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-1525m
2226,Ericaceae,Dimorphanthera,latifolia,0,0,0,0,0,0,1,shrub,1400,1500,,,,,,,,,,,,,,,,,,no-fruit-info
2227,Ericaceae,Dimorphanthera,leucostoma,0,0,0,0,0,0,1,shrub,3350,3650,berry,,,8.0,10.0,black,,,subglobose,,,,,,,,,
2228,Ericaceae,Dimorphanthera,longifolia,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-400m
2229,Ericaceae,Dimorphanthera,macleanlifolia,0,0,0,0,0,0,1,shrub,640,760,,,,,,,,,,,,,,,,,,no-fruit-info
2230,Ericaceae,Dimorphanthera,magnifica,0,0,0,0,0,0,1,shrub,1570,1600,,,,,,,,,,,,,,,,,,no-fruit-info
2231,Ericaceae,Dimorphanthera,megacalyx,0,0,0,0,0,0,1,shrub,800,2745,berry,,,8.0,8.0,purple,,,subglobose,,,,,,,,,
2232,Ericaceae,Dimorphanthera,meliphagidum,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info
2233,Ericaceae,Dimorphanthera,microphylla,0,0,0,0,0,0,1,shrub-or-tree,3350,3650,berry,,,8.0,8.0,black,,,subglobose,,,,,,,,,
2234,Ericaceae,Dimorphanthera,militaris,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-250m
2235,Ericaceae,Dimorphanthera,mindanaensis,0,0,1,0,0,0,0,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-1700m
2236,Ericaceae,Dimorphanthera,montis-wilhelmi,0,0,0,0,0,0,1,shrub,2600,3560,berry,,,15.0,15.0,black-purple,,,subglobose,,,,,,,,,subspecies-of-montis-wilhelmi
2237,Ericaceae,Dimorphanthera,moorhousiana,0,0,0,0,0,0,1,shrub,600,1280,,,,,,,,,,,,,,,,,,subspecies-of-V.-amblyornidis
2238,Ericaceae,Dimorphanthera,myzomelae,0,0,0,0,0,0,1,shrub,800,2000,,,,,,,,,,,,,,,,,,no-fruit-info
2239,Ericaceae,Dimorphanthera,nigropunctata,0,0,0,0,0,0,1,shrub,1550,1750,berry,,,9.0,9.0,black-purple,,,subglobose,,,,,,,,,
2240,Ericaceae,Dimorphanthera,obtusifolia,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-3225m
2241,Ericaceae,Dimorphanthera,ovatifolia,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-820m
2242,Ericaceae,Dimorphanthera,parviflora,0,0,0,0,0,0,1,liana-or-shrub,250,300,,,,,,,,,,,,,,,,,,no-fruit-info
2243,Ericaceae,Dimorphanthera,parvifolia,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Found-at-3200m
2244,Ericaceae,Dimorphanthera,peekelii,0,0,0,0,0,0,1,shrub,300,600,,,,,,,,,,,,,,,,,,no-fruit-info
2245,Ericaceae,Dimorphanthera,prainiana,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info
2246,Ericaceae,Dimorphanthera,pubens,0,0,0,0,0,0,1,shrub,1830,3290,,,,,,,,,,,,,,,,,,subspecies-of-V.-denticuliferea
2247,Ericaceae,Dimorphanthera,pubiflora,0,0,0,0,0,0,1,shrub,3000,3520,,,,,,,,,,,,,,,,,,subspecies-of-V.-dekoekii
2248,Ericaceae,Dimorphanthera,pubigera,0,0,0,0,0,0,1,shrub,2800,3225,berry,,,10.0,10.0,red,,sweet,globose,,,,,,,,,subspecies-of-V.-alpina
2249,Ericaceae,Dimorphanthera,pulchra,0,0,0,0,1,0,0,shrub-or-tree,600,1200,,,,,,,,,,,,,,,,,,no-fruit-info
2250,Ericaceae,Dimorphanthera,racemosa,0,0,0,0,0,0,1,shrub,200,400,,,,,,,,,,,,,,,,,,no-fruit-info
2251,Ericaceae,Dimorphanthera,robbinsii,0,0,0,0,0,0,1,shrub,2315,3300,berry,,,7.0,8.0,,,,subglobose,,,,,,,,,
2252,Ericaceae,Dimorphanthera,splendens,0,0,0,0,0,0,1,shrub,1740,2150,berry,,,13.0,13.0,green-purple,,,depressed-globose,,,,,,,,,submature-fruit
2253,Ericaceae,Dimorphanthera,steinii,0,0,0,0,0,0,1,shrub,1600,2100,,,,,,,,,,,,,,,,,,no-fruit-info
2254,Ericaceae,Dimorphanthera,tenuiflora,0,0,0,0,0,0,1,shrub,2300,3350,,,,,,,,,,,,,,,,,,subspecies-of-V.-cornuta
2255,Ericaceae,Dimorphanthera,thibaudifolia,0,0,0,0,0,0,1,shrub,,,berry,,,,,,,,subglobose,,,,,,,,,once-found-at-2200m
2256,Ericaceae,Dimorphanthera,torricellensis,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info
2257,Ericaceae,Dimorphanthera,trichoclada,0,0,0,0,0,0,1,shrub,,,berry,,,15.0,15.0,black,,,,,,,,,,,,subspecies-of-V.-dryophila
2258,Ericaceae,Dimorphanthera,tridens,0,0,0,0,0,0,1,shrub,75,100,,,,,,,,,,,,,,,,,,no-fruit-info
2259,Ericaceae,Dimorphanthera,umbellata,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-1675m
2260,Ericaceae,Dimorphanthera,vaccinioides,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-1800m
2261,Ericaceae,Dimorphanthera,velutina,0,0,0,0,0,0,1,shrub,850,1000,,,,,,,,,,,,,,,,,,no-fruit-info
2262,Ericaceae,Dimorphanthera,vestita,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,
2263,Ericaceae,Dimorphanthera,vonroemeri,0,0,0,0,0,0,1,shrub,900,3000,,,,,,,,,,,,,,,,,,no-fruit-info
2264,Ericaceae,Dimorphanthera,wollastonii,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-945m
2265,Ericaceae,Dimorphanthera,womersleyi,0,0,0,0,0,0,1,shrub-or-tree,1585,2100,,,,,,,,,,,,,,,,,,no-fruit-info
2266,Ericaceae,Dimorphanthera,wrightiana,0,0,0,0,0,0,1,shrub,2000,2600,,,,,,,,,,,,,,,,,,no-fruit-info
3560,Menispermaceae,Diploclisia,glaucescens,1,1,1,1,1,1,1,tree,0,600,drupe,14.0,20.0,8.0,10.0,yellow,,,obovate,,,,,,,,,did-not-specify-where-in-the-philippines
3561,Menispermaceae,Diploclisia,kunstleri,1,0,0,0,0,0,0,tree,0,1500,drupe,25.0,30.0,16.0,17.0,,,,,,,,,,,,,
1448,Cucurbitaceae,Diplocyclos,palmatus,1,1,1,1,1,1,1,liana,0,1800,,15.0,20.0,,,red,,,,,1,12,5.0,8.0,2.5,3.0,,
2006,Dipterocarpaceae,Dipterocarpus,acutangulus,1,0,0,0,0,0,0,tree,0,1000,nut,,,,,,,,,,,,,,,,,
2007,Dipterocarpaceae,Dipterocarpus,applanatus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2008,Dipterocarpaceae,Dipterocarpus,baudii,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,fruit-is-subsessile
2009,Dipterocarpaceae,Dipterocarpus,borneensis,1,0,0,0,0,0,0,tree,0,350,nut,,,,,,,,,,,,,,,,,
2010,Dipterocarpaceae,Dipterocarpus,caudatus,1,0,1,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2012,Dipterocarpaceae,Dipterocarpus,caudiferus,1,0,0,0,0,0,0,tree,,800,nut,,,,,,,,,,,,,,,,,described-the-fruit-calyx-not-the-fruit
2013,Dipterocarpaceae,Dipterocarpus,chartaceus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,found-in-Malaya?
2014,Dipterocarpaceae,Dipterocarpus,cinereus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2015,Dipterocarpaceae,Dipterocarpus,concavus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,fruit-is-subsessile
2016,Dipterocarpaceae,Dipterocarpus,confertus,1,0,0,0,0,0,0,tree,0,800,nut,,,,,,,,,,,,,,,,,fruit-is-subsessile
2017,Dipterocarpaceae,Dipterocarpus,conformis,1,0,0,0,0,0,0,tree,0,800,nut,,,,,,,,,,,,,,,,,
2019,Dipterocarpaceae,Dipterocarpus,coriaceus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,lowlands
2020,Dipterocarpaceae,Dipterocarpus,cornutus,1,0,0,0,0,0,0,tree,0,1000,nut,,,,,,,,,,,,,,,,,
2021,Dipterocarpaceae,Dipterocarpus,costatus,1,0,0,0,0,0,0,tree,600,1000,nut,,,,,,,,,,,,,,,,,
2022,Dipterocarpaceae,Dipterocarpus,costulatus,1,0,0,0,0,0,0,tree,0,600,nut,,,,,,,,,,,,,,,,,
2023,Dipterocarpaceae,Dipterocarpus,crinitus,1,0,0,0,0,0,0,tree,0,850,nut,,,,,,,,,,,,,,,,,
2024,Dipterocarpaceae,Dipterocarpus,cuspidatus,1,0,0,0,0,0,0,tree,,,nut,,3.0,,1.6,,,,ovoid,,,,,,,,,lowlands
2025,Dipterocarpaceae,Dipterocarpus,dyeri,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2026,Dipterocarpaceae,Dipterocarpus,elongatus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2027,Dipterocarpaceae,Dipterocarpus,eurynchus,1,0,0,0,0,0,0,tree,0,700,nut,,,,,,,,,,,,,,,,,
2028,Dipterocarpaceae,Dipterocarpus,fagineus,1,0,0,0,0,0,0,tree,500,800,nut,,10.0,,,,,,,,,,,,,,,
2029,Dipterocarpaceae,Dipterocarpus,fusiformis,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2030,Dipterocarpaceae,Dipterocarpus,geniculatus,1,0,0,0,0,0,0,tree,0,400,nut,,,,,,,,,,,,,,,,,
2032,Dipterocarpaceae,Dipterocarpus,glabrigemmatus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2033,Dipterocarpaceae,Dipterocarpus,globosus,1,0,0,0,0,0,0,tree,0,400,nut,,,,,,,,,,,,,,,,,
2034,Dipterocarpaceae,Dipterocarpus,gracilis,1,1,1,0,0,0,0,tree,,800,nut,,,,,,,,,,,,,,,,,did-not-specify-where-in-the-Philippines
2035,Dipterocarpaceae,Dipterocarpus,grandiflorus,1,0,0,0,0,0,0,tree,0,700,nut,,,,,,,,,,,,,,,,,
2036,Dipterocarpaceae,Dipterocarpus,hasseltii,1,1,1,0,0,1,0,tree,0,600,nut,,,,,,,,,,,,,,,,,
2037,Dipterocarpaceae,Dipterocarpus,humeratus,1,0,0,0,0,0,0,tree,0,700,nut,,,,,,,,,,,,,,,,,fruit-is-subsessile
2038,Dipterocarpaceae,Dipterocarpus,kerrii,1,1,1,0,0,0,0,tree,,400,nut,,,,,,,,,,,,,,,,,did-not-specify-where-in-the-Philippines
2039,Dipterocarpaceae,Dipterocarpus,kunstleri,1,0,1,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2040,Dipterocarpaceae,Dipterocarpus,lamellatus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2041,Dipterocarpaceae,Dipterocarpus,littoralis,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2042,Dipterocarpaceae,Dipterocarpus,lowii,1,0,0,0,0,0,0,tree,0,400,nut,,,,,,,,,,,,,,,,,
2043,Dipterocarpaceae,Dipterocarpus,mundus,1,0,0,0,0,0,0,tree,400,600,nut,,8.0,,,,,,ovoid,,,,,,,,,
2044,Dipterocarpaceae,Dipterocarpus,nudus,1,0,0,0,0,0,0,tree,0,650,nut,,,,,,,,,,,,,,,,,
2045,Dipterocarpaceae,Dipterocarpus,oblongifolius,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2046,Dipterocarpaceae,Dipterocarpus,obtusifolius,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2047,Dipterocarpaceae,Dipterocarpus,ochraceus,1,0,0,0,0,0,0,tree,600,700,nut,,,,,,,,,,,,,,,,,
2048,Dipterocarpaceae,Dipterocarpus,orbicularis,0,0,1,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2049,Dipterocarpaceae,Dipterocarpus,pachyphyllus,1,0,0,0,0,0,0,tree,0,400,nut,,,,,,,,,,,,,,,,,
2050,Dipterocarpaceae,Dipterocarpus,palembanicus,1,0,0,0,0,0,0,tree,0,650,nut,,,,,,,,,,,,,,,,,
2052,Dipterocarpaceae,Dipterocarpus,perakensis,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,lowlands
2053,Dipterocarpaceae,Dipterocarpus,philippinesis,0,0,1,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2054,Dipterocarpaceae,Dipterocarpus,retusus,1,0,0,0,0,1,0,tree,800,1300,nut,,,,,,,,,,,,,,,,,
2055,Dipterocarpaceae,Dipterocarpus,rigidus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2056,Dipterocarpaceae,Dipterocarpus,rotundifolius,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2057,Dipterocarpaceae,Dipterocarpus,sarawakensis,1,0,0,0,0,0,0,tree,0,400,nut,,,,,,,,,,,,,,,,,fruit-is-subsessile
2058,Dipterocarpaceae,Dipterocarpus,semivestitus,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,fruit-is-subsessile
2059,Dipterocarpaceae,Dipterocarpus,stellatus,1,0,0,0,0,0,0,tree,0,800,nut,,,,,,,,,,,,,,,,,
2061,Dipterocarpaceae,Dipterocarpus,sublamellatus,1,0,0,0,0,0,0,tree,0,500,nut,,,,,,,,,,,,,,,,,
2062,Dipterocarpaceae,Dipterocarpus,tempehes,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,fruit-is-pedicel-vestigial
2063,Dipterocarpaceae,Dipterocarpus,validus,1,1,1,0,0,0,0,tree,0,300,nut,,,,,,,,,,,,,,,,,widespread-in-the-Philippines
2064,Dipterocarpaceae,Dipterocarpus,verrucosus,1,0,0,0,0,0,0,tree,,650,nut,,15.0,,13.0,,,,globose-to-ovoid,,,,,,,,,
3150,Liliaceae,Disporopsis,fusco-picta,0,0,1,0,0,0,0,herb,1700,2500,berry,,10.0,,,blue-purple,,,,,,,,4.0,,,,
3151,Liliaceae,Disporum,cantoniense,1,0,0,0,0,0,0,herb,1000,2550,berry,7.0,10.0,,,black-blue,,,,,,,,3.0,,,,
5214,Sapindaceae,Dodonaea,angustifolia,1,,,1,1,1,1,shrub-or-tree,0,1200,capsule,5.0,13.5,7.0,12.0,red,,,broad-ellipsoid-orbicular,,,,,,,,,*just-sais-the-Philippines-(does-not-specify-islands)
5215,Sapindaceae,Dodonaea,polyandra,0,0,0,0,0,0,1,shrub-or-tree,,45,capsule,14.0,15.0,8.0,11.0,brown-green,,,ellipsoid,,,,,,,,,
5216,Sapindaceae,Dodonaea,viscosa,1,1,1,1,1,1,1,shrub-or-tree,0,90,capsule,8.0,12.0,11.0,16.0,brown-yellow,,,,,,,,,,,,*pantropical-through-malesia
5217,Sapindaceae,Dploglottis,australis,0,0,0,0,0,0,1,tree,800,1000,,13.0,17.0,10.0,17.0,orange,,,,,,,,,,,,
79,Anacardiaceae,Dracontomelon,costatum,1,,,0,0,0,0,tree,0,100,drupe,20.0,25.0,,,black,,,oblong-ellipsoid,,,,,,,,,lowland
80,Anacardiaceae,Dracontomelon,dao,1,,,1,0,1,1,tree,0,500,drupe,17.5,35.0,,,brown,,,globose,testa-free-from-endocarp,,,,,,,,
81,Anacardiaceae,Dracontomelon,lenticulatum,0,,,0,0,0,1,tree,0,,drupe,20.0,,30.0,55.0,brown,,,depressed-globose,,,,,,,,,lowland-forest;-scattered-around-Malasia
5593,Thymelaeaceae,Drapetes,ericoides,1,0,0,0,0,0,1,shrub,3000,4000,drupe,,,,,,,,ellipsoid,,,,,,,,,
82,Anacardiaceae,Drimycarpus,luridus,1,,,0,0,0,0,tree,,1000,,10.0,12.5,12.5,16.7,,,,transverse-oblong,testa-adherent-to-endocarp,,,,,,,,
3622,Monimiaceae,Dryadodaphne,crassa,0,0,0,0,0,0,1,tree,2000,2800,nut,5.0,6.0,,,,,,,,,,,,,,,
3623,Monimiaceae,Dryadodaphne,novoguineensis,0,0,0,0,0,0,1,tree,1000,2400,nut,5.0,6.0,,,,,,,,,,,,,,,
5440,Sonneratiaceae,Duabanga,grandiflora,1,0,0,0,0,0,0,tree,,,,,,,,,,,,,,,,,,,,Distr-of-moluccana-and-grandiflora-do-not-touch-do-not-overlap
5441,Sonneratiaceae,Duabanga,moluccana,1,1,1,1,1,1,1,tree,60,1200,,,,,,,,,,,,,,,,,,
2065,Dipterocarpaceae,Dyobalanops,aromatica,1,0,0,0,0,0,0,tree,0,400,nut,,30.0,,15.0,,,,ovoid,,,,,,,,,
2066,Dipterocarpaceae,Dyobalanops,beccarii,1,0,0,0,0,0,0,tree,0,700,nut,,14.0,,14.0,,,,ovoid,,,,,,,,,
2067,Dipterocarpaceae,Dyobalanops,fusca,1,0,0,0,0,0,0,tree,,,nut,,20.0,,14.0,,,,ellipsoid-ovoid,,,,,,,,,
2068,Dipterocarpaceae,Dyobalanops,keithii,1,0,0,0,0,0,0,tree,0,250,nut,,16.0,,15.0,,,,depressed-ovoid,,,,,,,,,
2069,Dipterocarpaceae,Dyobalanops,lanceolata,1,0,0,0,0,0,0,tree,,,nut,,20.0,,,,,,ovoid,,,,,,,,,
2070,Dipterocarpaceae,Dyobalanops,oblongifolia,1,0,0,0,0,0,0,tree,0,600,nut,,35.0,,27.0,,,,ellipsoid,,,,,,,,,
2072,Dipterocarpaceae,Dyobalanops,rappa,1,0,0,0,0,0,0,tree,0,200,nut,,10.0,,6.0,,,,ovoid,,,,,,,,,
3449,Meliaceae,Dysoxylum,acutangulum,1,1,0,0,1,1,1,tree,,950,capsule,,,50.0,80.0,orange,,,subglobose-pyriform,,3,4,20.0,,,,,
3451,Meliaceae,Dysoxylum,alatum,0,0,0,0,0,0,1,tree,,300,capsule,30.0,,,,brown,,,,,3,5,,,,,,
3452,Meliaceae,Dysoxylum,alliaceum,1,1,1,1,1,1,1,tree,,1800,capsule,,,75.0,,red,,,subglobose,,,,,,,,,-says-throughout-malesia
3453,Meliaceae,Dysoxylum,angustifolium,1,0,0,0,0,0,0,tree,0,300,capsule,,,70.0,,red-purple,,,depressed-obovoid,,1,6,40.0,,20.0,,,
3454,Meliaceae,Dysoxylum,annae,0,0,0,0,0,0,1,tree,,30,capsule,25.0,,,,yellow,,,subglobose,,4,4,10.0,,,,,
3455,Meliaceae,Dysoxylum,arborescens,1,1,1,1,1,1,1,tree,,1500,capsule,,,30.0,,red,,,flattened-globose,,1,6,18.0,,15.0,,,*says-throughout-malesia
3456,Meliaceae,Dysoxylum,boridianum,0,0,0,0,0,0,1,tree,,1370,capsule,25.0,,15.0,,white-green,,,pyriform,,3,4,10.0,,,,,
3457,Meliaceae,Dysoxylum,brachybotrys,1,0,1,0,0,0,0,tree,,1000,capsule,35.0,,35.0,,red,,,pyriform,,3,4,20.0,,15.0,,,
3458,Meliaceae,Dysoxylum,brassii,0,0,0,0,0,0,1,tree,0,1400,capsule,35.0,,30.0,,brown-white,,,subpyriform,,,,20.0,,,,,
3459,Meliaceae,Dysoxylum,brevipaniculum,0,0,0,0,0,0,1,tree,,1230,capsule,40.0,,20.0,,orange-red,,,obovoid-ellipsoid,,3,4,20.0,,,,,
3460,Meliaceae,Dysoxylum,carolinae,1,0,0,0,0,0,0,tree,,1100,capsule,,50.0,,70.0,orange-red,,,depressed-globose,,1,3,30.0,,,,,stated-that-fruit-was-observed
3461,Meliaceae,Dysoxylum,cauliflorum,1,1,0,0,0,0,0,tree,,1500,capsule,,40.0,40.0,,red,,,top-shaped,,1,4,20.0,,8.0,,,
3462,Meliaceae,Dysoxylum,crassum,1,0,0,0,0,0,0,tree,700,1150,capsule,30.0,,,,,,,globose,,,,,,,,,seeds-unknown
3463,Meliaceae,Dysoxylum,cumingianum,0,0,0,1,1,1,0,tree,,335,capsule,,30.0,,,red-purple,,,ovoid-top-shaped,,3,4,,20.0,8.0,,,
3464,Meliaceae,Dysoxylum,cyrtoboryum,1,,,0,0,0,0,tree,,1800,capsule,40.0,,50.0,,orange-red,,,globose-fig-shaped,,1,6,25.0,35.0,15.0,20.0,,put-Bali-lo-Lesser-Sunda
3465,Meliaceae,Dysoxylum,densiflorum,1,0,0,1,0,1,0,tree,,1700,capsule,,40.0,20.0,,grey-green,,,pyriform-fusifrom,,2,4,,,,,,
3466,Meliaceae,Dysoxylum,dumosum,1,0,0,0,0,0,0,tree,,,capsule,10.0,20.0,,,red,,,flattened-globose,,3,4,,,,,,
3467,Meliaceae,Dysoxylum,enantiophyllum,0,0,0,0,0,0,1,tree,0,2900,capsule,40.0,,30.0,,orange,,,pyriform,,3,4,10.0,,,,,
3468,Meliaceae,Dysoxylum,excelsum,1,1,1,1,1,1,1,tree,,1000,capsule,,,50.0,75.0,brown,,,flattened-globose-pyroform,,1,4,25.0,,15.0,,,
3469,Meliaceae,Dysoxylum,flavescens,1,0,0,0,0,0,0,tree,,1700,capsule,40.0,,,,orange-red,,,depressed-globose,,,,,,,,,
3470,Meliaceae,Dysoxylum,gaudichaudianum,1,1,1,1,0,1,1,tree,,1800,capsule,30.0,,,,brown-yellow,,,flattened-globose,,10,10,10.0,,,,,
3471,Meliaceae,Dysoxylum,grande,1,0,0,0,0,0,0,tree,,1400,capsule,50.0,80.0,70.0,110.0,orange,,,depressed-globose,,1,5,25.0,,,,,
3472,Meliaceae,Dysoxylum,inopinatum,0,0,0,0,0,0,1,tree,,1500,capsule,15.0,,,,orange-red,,,globose,,,,8.0,,,,,
3473,Meliaceae,Dysoxylum,kaniense,0,0,0,0,0,0,1,tree,,700,capsule,100.0,,80.0,,brown-red,,,pyriform,,2,2,,,,,,seeds:-at-least-2
3474,Meliaceae,Dysoxylum,latifolium,0,0,0,0,0,0,1,tree,,1200,capsule,50.0,,40.0,,brown-orange,,,pyriform,,1,3,20.0,,10.0,,,
3475,Meliaceae,Dysoxylum,macrocarpum,1,,,1,0,0,0,tree,,1800,capsule,,,,100.0,orange-red,,,globose-pyriform,,1,4,45.0,,25.0,,,
3476,Meliaceae,Dysoxylum,magnificum,1,0,0,0,0,0,0,tree,0,500,capsule,,,80.0,,white,,,flattened-globose,,,,,,20.0,,,
3477,Meliaceae,Dysoxylum,mollissimum,1,0,1,1,1,1,1,tree,,1900,capsule,15.0,25.0,,,brown-red,,,flattened-globose,,1,5,,16.0,,,,
3479,Meliaceae,Dysoxylum,nutans,1,0,0,1,1,1,0,tree,,1600,capsule,20.0,,,,orange-red,,,subspherical-ellipsoid,,10,10,13.0,,,,,
3480,Meliaceae,Dysoxylum,oppositifolium,1,1,1,0,0,1,1,tree,300,500,capsule,,,30.0,,black-orange,,,pyriform,,2,4,10.0,,,,,
3481,Meliaceae,Dysoxylum,pachyrhache,1,0,0,0,0,0,0,tree,,1600,capsule,50.0,80.0,50.0,80.0,orange-red,,,subpyroform,,,,25.0,,,,,
3482,Meliaceae,Dysoxylum,papillosum,1,0,0,0,0,0,1,tree,300,550,capsule,30.0,,20.0,,orange-red,,,pear-shaped,,2,4,,,,,,
3483,Meliaceae,Dysoxylum,papuanum,0,0,0,0,0,0,1,tree,,1100,capsule,25.0,,,,white,,,flattened-globose,,,,15.0,,,,,
