jbID,Family,Genus,Species,Sundaland,Phil_Palawan,Phil_other,Sulawesi,Moluccas,Lesser_Sundas,New_Guinea,Growth_form,Elev_min,Elev_max,Fruit_type,Fruit_lg_min,Fruit_lg_max,Fruit_wd_min,Fruit_wd_max,Fruit_color,Flesh_color,Fruit_odor,Fruit-shape,Seed-attachment,Num_seeds_min,Num_seeds_max,Seed_lg_ming,Seed_lg_max,Seed_wd_min,Seed_wd_max,Seed_mass,Notes
3484,Meliaceae,Dysoxylum,parasiticum,1,1,1,1,1,1,1,tree,,2100,capsule,40.0,,,,brown-red,,,obovoid-globos-flattened-globose,,2,5,,,,,,
3485,Meliaceae,Dysoxylum,pauciflorum,0,0,1,0,0,0,0,tree,30,1000,capsule,20.0,,15.0,20.0,red,,,obovoid,,,,10.0,,,,,
3486,Meliaceae,Dysoxylum,pettigrewianum,0,0,0,0,1,0,1,tree,,1370,capsule,80.0,,40.0,,brown-orange,,,subsphercical,,1,4,23.0,,14.0,,,
3487,Meliaceae,Dysoxylum,phacorichum,0,0,0,0,,0,0,tree,,700,capsule,,,30.0,,red,,,depressed-globose-subglobose,,2,4,20.0,,12.0,,,
3488,Meliaceae,Dysoxylum,randianum,0,0,0,0,0,0,1,tree,850,2000,capsule,,,,,,,,subglobose,,,,,,,,,
3489,Meliaceae,Dysoxylum,rigidum,1,0,0,0,0,0,0,tree,,260,capsule,,,25.0,,red-purple,,,depressed-globose,,,,,,,,,
3490,Meliaceae,Dysoxylum,rugulosum,1,0,0,0,0,0,0,tree,0,2050,capsule,30.0,50.0,20.0,25.0,orange,,,,,,,,,,,,
3491,Meliaceae,Dysoxylum,sessile,0,0,0,0,1,0,0,tree,,1100,capsule,40.0,,,,yellow-red,,,globose,,5,5,10.0,,,,,
3492,Meliaceae,Dysoxylum,setosum,0,0,0,0,0,1,1,tree,0,2580,capsule,30.0,,40.0,,brown-yellow,,,ellipsoid-depressed-globose,,,,,,,,,
3493,Meliaceae,Dysoxylum,spA,0,0,1,0,0,0,0,tree,,,capsule,,,,,,,,,,,,,,,,,
3497,Meliaceae,Dysoxylum,sparisflorum,0,0,0,0,0,0,1,tree,0,150,capsule,30.0,,,,,,,spherical,,,,,,,,,seeds-unknown
3494,Meliaceae,Dysoxylum,spB,0,0,1,0,0,0,0,tree,,,capsule,,,,,,,,,,4,4,,,,,,states-that-fruit-has-4-sseds
3495,Meliaceae,Dysoxylum,spC,1,0,0,0,0,0,0,tree,,,capsule,,,,,,,,,,,,,,,,,immature-fruits-were-observed
3496,Meliaceae,Dysoxylum,spD,0,0,0,0,0,0,1,tree,,,capsule,,,,,,,,,,,,,,,,,
3498,Meliaceae,Dysoxylum,stellatopuberulum,0,0,0,0,0,0,1,tree,,1800,capsule,55.0,,,,brown,,,spherical-subspherical,,,,30.0,,,,,
3499,Meliaceae,Dysoxylum,variabile,0,0,0,0,0,0,1,tree,,2100,capsule,20.0,,,,white,,,,,3,4,15.0,,,,,
3500,Meliaceae,Dysoxylum,yunzaingense,0,0,0,0,0,0,1,tree,1250,1500,capsule,6.0,,,,,,,,,,,,,,,,only-immature-fruit-known
491,Boraginaceae,Ehretia,acuminata,1,1,1,0,1,1,1,tree,,,drupe,,,7.0,7.0,yellow-red,,,globose,,,,,,,,,
492,Boraginaceae,Ehretia,asperula,1,0,0,0,0,0,0,shrub,,,drupe,,,3.5,3.5,yellow-red,,,globose-subglobose,,,,,,,,,
493,Boraginaceae,Ehretia,dichotoma,1,0,0,1,0,1,0,tree,0,1000,drupe,,,3.5,5.0,yellow-red,,,globose,,,,,,,,,
494,Boraginaceae,Ehretia,javanica,1,0,0,0,0,1,0,tree,500,1200,drupe,10.0,10.0,7.0,8.0,yellow-red,,,ellipsoidal,,,,,,,,,
495,Boraginaceae,Ehretia,keyensis,0,0,0,0,0,0,1,tree,,,drupe,,,2.0,2.5,yellow-red,,,globose,,,,,,,,,unable-to-find-Key-Islands-in-Malesia-(this-species-is-also-found-here?
496,Boraginaceae,Ehretia,laevis,1,0,0,0,0,0,0,shrub-or-tree,,,drupe,,,3.0,4.0,yellow-red,,,globose,,,,,,,,,
497,Boraginaceae,Ehretia,moluccana,0,0,0,0,1,0,0,tree,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Found-at-low-altitudes
498,Boraginaceae,Ehretia,papuana,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info
499,Boraginaceae,Ehretia,parallela,1,0,0,0,0,0,0,tree,,,drupe,2.5,2.5,3.0,3.0,yellow-red,,,depressed-globose,,,,,,,,,
500,Boraginaceae,Ehretia,philippinensis,0,1,0,0,0,0,0,tree,,,drupe,,,3.0,4.0,yellow-red,,,subglobose,,,,,,,,,found-at-low-and-medium-altitudes
501,Boraginaceae,Ehretia,resinosa,0,1,1,0,0,0,0,tree,,,drupe,,,4.0,5.0,yellow-red,,,subglobose,,,,,,,,,
502,Boraginaceae,Ehretia,timorensis,0,0,0,0,0,1,0,tree,,,drupe,,,4.0,5.0,yellow-red,,,globose,,,,,,,,,
5218,Sapindaceae,Elattostachys,aiyurensis,0,0,0,0,0,0,1,tree,1500,2000,,17.0,,14.0,,green,,,obovoid,,,,,,,,,
5219,Sapindaceae,Elattostachys,angulosa,0,0,0,0,0,0,1,tree,90,1000,,20.0,35.0,20.0,25.0,red,,,globular-obovoid,,,,,,,,,
5220,Sapindaceae,Elattostachys,erythrocarpum,0,0,0,1,0,0,0,shrub-or-tree,,,,9.0,10.0,9.0,10.0,red,,,subglobular,,,,,,,,,elev.-Forest
5221,Sapindaceae,Elattostachys,globosa,0,0,0,0,0,0,1,tree,15,1200,,20.0,35.0,20.0,30.0,red,,,globular-obovoid,,,,,,,,,
5222,Sapindaceae,Elattostachys,goropuensis,0,0,0,0,0,0,1,tree,,,,25.0,30.0,20.0,25.0,red,,,ellipsoid,,,,,,,,,
5223,Sapindaceae,Elattostachys,obliquinervis,0,0,0,0,0,0,1,shrub-or-tree,10,500,,11.0,15.0,12.0,14.0,orange-red,,,ellipsoid-obovoid,,,,,,,,,
5224,Sapindaceae,Elattostachys,rubrofructus,0,0,0,0,0,0,1,tree,15,200,,10.0,13.0,10.0,,red,,,globular,,,,,,,,,
5225,Sapindaceae,Elattostachys,tetraporandra,0,0,0,0,0,0,1,tree,0,100,,12.0,20.0,12.0,20.0,red,,,globular-obpyramidal,,,,,,,,,
5226,Sapindaceae,Elattostachys,verrucosa,1,1,1,1,1,1,0,shrub-or-tree,0,1500,,10.0,20.0,9.0,18.0,green-red,red-brown,,globular,,,,,,,,,
5227,Sapindaceae,Elattostachys,zippeliana,1,0,0,1,1,0,1,tree,10,300,,13.0,25.0,11.0,20.0,yellow-orange,yellow/orange/red,,subglobular,,,,,,,,,
2150,Elaeagnaceae,Eleaegnus,conferta,1,0,0,0,0,0,0,shrub,400,2000,,,35.0,,15.0,,,,ellipsoid,,1,1,,20.0,,7.0,,
2151,Elaeagnaceae,Eleaegnus,triflora,1,1,1,1,1,1,1,tree,0,1800,,15.0,40.0,,20.0,,,,,,,,,17.0,,6.0,,
1712,Cyperaceae,Eleocharis,acicularis,1,0,1,0,0,0,0,herb,,900,nut,0.8,1.0,0.4,0.5,,,,trigonous,,,,,,,,,
1713,Cyperaceae,Eleocharis,acuta,0,0,0,0,0,,1,herb,0,2500,nut,1.4,1.8,1.0,1.5,,,,planoconvex,,,,,,,,,
1714,Cyperaceae,Eleocharis,acutangula,1,0,1,1,0,0,1,herb,0,800,nut,1.5,2.0,1.3,1.5,,,,biconvex,,,,,,,,,
1715,Cyperaceae,Eleocharis,atropurpurea,1,0,1,0,0,0,1,herb,90,250,nut,0.5,0.7,0.3,0.4,black,,,obovate,,,,,,,,,
1716,Cyperaceae,Eleocharis,attentuata,0,0,0,0,0,0,1,herb,1650,2800,nut,1.0,1.2,0.7,0.8,,,,ovbovoid,,,,,,,,,
1717,Cyperaceae,Eleocharis,brevicollis,0,0,0,0,0,0,1,herb,,2500,nut,1.5,1.7,,1.3,,,,biconvex,,,,,,,,,
1718,Cyperaceae,Eleocharis,congesta,1,0,1,1,0,1,0,herb,50,2800,nut,,0.8,0.5,0.6,,,,obovoid,,,,,,,,,
1719,Cyperaceae,Eleocharis,dulcis,1,0,1,1,1,1,1,herb,0,1350,nut,1.5,2.0,1.3,1.5,,,,obovate,,,,,,,,,
1720,Cyperaceae,Eleocharis,geniculata,1,0,0,,0,0,0,herb,0,900,nut,0.8,0.9,0.6,0.8,black,,,biconvex,,,,,,,,,
1721,Cyperaceae,Eleocharis,nigrescens,0,0,1,0,0,0,0,herb,,,nut,0.5,0.7,0.3,0.4,,,,triquetrous,,,,,,,,,
1722,Cyperaceae,Eleocharis,ochrostachys,1,0,1,0,1,0,0,herb,0,1400,nut,1.5,2.0,1.0,1.5,,,,obovate,,,,,,,,,
1723,Cyperaceae,Eleocharis,parvula,1,0,0,0,0,0,0,herb,,,nut,,1.0,,0.4,,,,trigonous,,,,,,,,,
1724,Cyperaceae,Eleocharis,philippinensis,1,0,1,0,0,1,1,herb,0,400,nut,,,0.7,0.8,,,,,,,,,,,,,
1725,Cyperaceae,Eleocharis,sphaceata,0,0,0,0,0,0,1,herb,2200,2900,nut,2.2,2.5,1.8,2.2,brown-yellow,,,obovate,,,,,,,,,
1726,Cyperaceae,Eleocharis,spiralis,1,0,1,0,0,0,1,herb,0,100,nut,1.5,1.8,,1.3,,,,obovate,,,,,,,,,
1727,Cyperaceae,Eleocharis,sundacia,0,0,0,0,0,1,0,herb,,450,nut,,2.0,1.7,1.8,,,,elliptic,,,,,,,,,
1728,Cyperaceae,Eleocharis,tetraquetra,1,0,1,1,0,1,1,herb,1000,2000,nut,1.3,1.5,0.9,1.2,,,,obovate,,,,,,,,,
1729,Cyperaceae,Eleocharis,variegata,1,0,0,0,0,0,1,herb,1400,1500,nut,,,,,orange,,,,,,,,,,,,
3255,Magnoliaceae,Elmerrillia,ovalis,1,0,0,0,1,0,0,tree,0,1000,,,,,,,,,ellipsoidal,,1,4,,,,,,
3256,Magnoliaceae,Elmerrillia,platyphylla,0,0,1,0,0,0,0,tree,,,,,,,,,,,,,,,,,,,,
3257,Magnoliaceae,Elmerrillia,pubescens,0,0,1,0,0,0,0,tree,,2000,,30.0,60.0,,20.0,,,,,,1,4,,,,,,
3258,Magnoliaceae,Elmerrillia,tsiampacca,1,0,0,0,1,0,1,tree,0,1800,,40.0,90.0,15.0,20.0,,,,cylindrical,,,,,,,,,
833,Caesalpiniaceae,Endertia,spectabilis,1,0,0,0,0,0,0,tree,0,1000,pod,,260.0,40.0,70.0,,,,hatchet-shaped,,,,30.0,42.0,,30.0,,
4162,Myristicaceae,Endocomia,canarioides,1,0,0,0,0,0,0,tree,0,300,,150.0,250.0,45.0,70.0,brown-black,,,ellipsoid-oblong,,,,40.0,50.0,,,,
4163,Myristicaceae,Endocomia,macrocoma,1,0,1,1,1,0,1,tree,0,500,,17.0,55.0,10.0,25.0,,,,narrowly-ovoid-ellipsoid,,,,15.0,32.0,,,,
4166,Myristicaceae,Endocomia,rufirachis,1,0,0,0,0,0,0,tree,0,400,,60.0,300.0,45.0,65.0,black,,,ellipsoid-oblong,,,,35.0,45.0,,,,
4167,Myristicaceae,Endocomia,virella,1,0,0,0,0,0,0,tree,0,400,,120.0,250.0,45.0,70.0,brown,,,ellipsoid-obovoid-ellipsoid-oblong,,,,40.0,,,,,
4736,Polygalaceae,Epirixanthes,elongata,1,0,0,0,1,0,0,herb,,,,,0.9,,0.6,,,,elliptic,,,,,,,,,
4737,Polygalaceae,Epirixanthes,kinabaluensis,1,0,0,0,0,0,0,herb,,,,,1.0,,1.0,,,,elliptic,,,,,,,,,
4738,Polygalaceae,Epirixanthes,pallida,1,0,0,1,0,0,0,herb,,,,,0.8,,0.6,,,,elliptic,,,,,,,,,
4739,Polygalaceae,Epirixanthes,papuana,1,0,1,0,1,0,1,herb,,,,0.7,0.9,0.7,0.9,,,,obovate,,,,,,,,,
4740,Polygalaceae,Eriandra,fragrans,0,0,0,0,0,0,1,herb,0,150,,20.0,40.0,,,,,,,,,,,,,,,
4981,Rosaceae,Eriobotrya,bengalensis,1,0,0,0,0,0,0,tree,1200,,,10.0,15.0,9.0,15.0,red,,,globular,,,,,,,,,
1238,Convolvulaceae,Erycibe,aenea,1,0,0,0,0,0,0,liana,0,750,berry,,24.0,,17.0,,,,ellipsoid-or-obpyriform,,1,1,,,,,,
1239,Convolvulaceae,Erycibe,albida,1,0,0,0,0,0,0,shrub-or-tree,0,900,,,,,,,,,,,,,,,,,,
1240,Convolvulaceae,Erycibe,beccariana,0,0,0,0,0,0,1,liana,,,berry,,22.0,,9.0,,,,ellipsoid,,1,1,,,,,,
1241,Convolvulaceae,Erycibe,borneensis,1,0,0,0,0,0,0,shrub-or-tree,600,1200,,,,,,,,,,,,,,,,,,
1243,Convolvulaceae,Erycibe,brassii,0,0,0,0,0,0,1,liana,,,,,,,,,,,,,,,,,,,,
1244,Convolvulaceae,Erycibe,bullata,1,0,0,0,0,0,0,liana,,,berry,,20.0,,12.0,white,,,ellipsoid,,1,1,,,,,,Growth-form-not-specified
1245,Convolvulaceae,Erycibe,carrii,0,0,0,0,0,0,1,liana,,1250,,,,,,,,,,,,,,,,,,
1246,Convolvulaceae,Erycibe,citriniflora,1,0,0,0,0,0,0,liana-or-shrub,0,300,berry,,22.0,,14.0,,,,ellipsoid,,1,1,,,,,,
1247,Convolvulaceae,Erycibe,clemensae,0,0,0,0,0,0,1,liana-or-shrub,,600,,,,,,,,,,,,,,,,,,
1248,Convolvulaceae,Erycibe,coriacea,1,0,0,0,0,0,0,liana-or-tree,0,200,berry,,30.0,,18.0,orange,,,ellipsoid,,1,1,,,,,,
1249,Convolvulaceae,Erycibe,crassipes,1,0,0,0,0,0,0,shrub,,,,,,,,,,,,,,,,,,,,
1250,Convolvulaceae,Erycibe,elliptilimba,1,0,0,0,0,0,0,liana,0,1200,berry,,20.0,,15.0,,,,ellipsoid,,1,1,,,,,,
1251,Convolvulaceae,Erycibe,expansa,1,0,0,0,0,0,0,liana,,,berry,,12.0,,6.0,,,,ellipsoid,,1,1,,,,,,
1252,Convolvulaceae,Erycibe,festiva,1,0,0,0,0,0,0,climber,,,,,,,,,,,,,,,,,,,,
1253,Convolvulaceae,Erycibe,floribunda,0,0,0,0,0,0,1,liana-or-shrub,0,300,berry,,13.0,,8.0,orange-red,,,ellipsoid,,1,1,,,,,,
1254,Convolvulaceae,Erycibe,forbesii,1,1,1,0,0,0,0,liana,0,600,berry,,18.0,,15.0,,,,ellipsoid,,1,1,,,,,,
1255,Convolvulaceae,Erycibe,glomerata,1,0,0,0,0,0,0,liana,,,,,,,,,,,,,,,,,,,,
1257,Convolvulaceae,Erycibe,grandiflora,0,0,0,0,0,0,1,liana-or-shrub,,,berry,,15.0,,10.0,red,,,ovoid,,1,1,,,,,,
1258,Convolvulaceae,Erycibe,grandifolia,1,0,0,0,0,0,0,liana,0,500,berry,,20.0,,14.0,brown,,,ellipsoid,,1,1,,,,,,
1259,Convolvulaceae,Erycibe,griffithii,1,0,0,0,0,0,0,shrub,0,200,berry,,35.0,,20.0,,,,obpyriform,,1,1,,,,,,
1260,Convolvulaceae,Erycibe,hellwigii,0,0,0,0,0,0,1,liana-or-shrub,0,700,berry,,15.0,,13.0,orange-red,,,ovoid,,1,1,,,,,,
1261,Convolvulaceae,Erycibe,hollrungii,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,
1262,Convolvulaceae,Erycibe,impressa,1,0,0,0,0,0,0,liana,,1000,berry,,17.0,,12.0,,,,ellipsoid,,1,1,,,,,,
1263,Convolvulaceae,Erycibe,induta,0,0,0,0,0,0,1,liana,,,berry,,10.0,,7.0,brown-red,,,ellipsoid,,1,1,,,,,,
1264,Convolvulaceae,Erycibe,leucoxyloides,1,0,0,0,0,0,0,climber,0,1300,berry,,15.0,,10.0,green,,,ellipsoid,,1,1,,,,,,
1265,Convolvulaceae,Erycibe,macrophylla,1,0,0,0,0,0,0,climber-or-shrub,,,,,,,,,,,,,,,,,,,,
1266,Convolvulaceae,Erycibe,magnifica,1,0,0,0,0,0,0,climber,0,250,berry,,29.0,,24.0,,,,flattened-ellipsoid,,1,1,,,,,,
1267,Convolvulaceae,Erycibe,maingayi,1,0,0,0,0,0,0,liana-or-shrub,,1200,berry,,22.0,,14.0,,,,ellipsoid,,1,1,,,,,,
1268,Convolvulaceae,Erycibe,malaccensis,1,1,1,1,0,0,0,climber-or-shrub,0,500,berry,,16.0,,14.0,red,,,ellipsoid,,1,1,,,,,,Unusual-max-elev-is-for-when-it's-found-as-a-shrub
1269,Convolvulaceae,Erycibe,micrantha,1,1,1,0,1,0,0,climber,0,800,berry,,22.0,,14.0,yellow,,,obpyriform,,1,1,,,,,,
1270,Convolvulaceae,Erycibe,nitidula,0,0,0,0,0,0,1,climber-or-shrub,,450,,,,,,,,,,,,,,,,,,
1271,Convolvulaceae,Erycibe,papuana,0,0,0,0,0,0,1,climber-or-shrub,,,,,,,,,,,,,,,,,,,,
1272,Convolvulaceae,Erycibe,pedicellata,1,0,0,0,0,0,0,shrub,,,,,,,,,,,,,,,,,,,,
1273,Convolvulaceae,Erycibe,praecipua,1,0,0,0,0,0,0,shrub,150,600,berry,,18.0,,12.0,,,,ellipsoid,,1,1,,,,,,
1274,Convolvulaceae,Erycibe,puberula,0,0,0,0,0,0,1,liana,50,1200,berry,,18.0,,10.0,,,,ellipsoid,,1,1,,,,,,
1275,Convolvulaceae,Erycibe,ramiflora,1,0,0,0,0,0,0,tree,,,,,,,,,,,,,,,,,,,,
1276,Convolvulaceae,Erycibe,ramosii,0,0,1,0,0,0,0,shrub,,,berry,,20.0,,12.0,,,,ellipsoid,,1,1,,,,,,
1277,Convolvulaceae,Erycibe,rheedii,1,0,0,0,0,0,0,climber,100,250,berry,,20.0,,12.0,yellow,,,ellipsoid,,1,1,,,,,,
1278,Convolvulaceae,Erycibe,sapotacea,1,0,0,0,0,0,0,shrub,,350,berry,,45.0,,22.0,,,,ovoid,,1,1,,,,,,
1279,Convolvulaceae,Erycibe,sargentii,0,0,1,0,0,0,0,shrub,0,200,berry,,20.0,,15.0,,,,ellipsoid,,1,1,,,,,,
1280,Convolvulaceae,Erycibe,schlechteri,0,0,0,0,0,0,1,climber-or-shrub,,,,,,,,,,,,,,,,,,,,
1281,Convolvulaceae,Erycibe,sericea,0,0,1,0,0,0,0,liana,,,,,,,,,,,,,,,,,,,,
1282,Convolvulaceae,Erycibe,stapfiana,1,0,0,0,0,0,0,climber,0,1200,berry,,38.0,,22.0,brown,,,obpyriform,,1,1,,,,,,
1283,Convolvulaceae,Erycibe,stenophylla,1,0,0,0,0,0,0,shrub,,,,,,,,,,,,,,,,,,,,
1284,Convolvulaceae,Erycibe,strigosa,1,0,0,0,0,0,0,climber,150,240,,,,,,,,,,,,,,,,,,
1285,Convolvulaceae,Erycibe,subglabra,0,0,0,0,1,0,1,shrub,,,berry,,1.7,,1.1,,,,ellipsoid,,1,1,,,,,,
1286,Convolvulaceae,Erycibe,sumatrensis,1,0,0,0,0,0,0,shrub,,,,,,,,,,,,,,,,,,,,
1287,Convolvulaceae,Erycibe,terminaliflora,0,1,1,0,0,0,0,climber,0,1200,berry,,8.0,,5.0,green,,,ellipsoid,,1,1,,,,,,
1288,Convolvulaceae,Erycibe,timorensis,0,0,0,0,0,1,0,liana,,,,,,,,,,,,,,,,,,,,
1289,Convolvulaceae,Erycibe,tomentosa,1,0,1,0,0,0,0,climber-or-shrub,,,berry,,12.0,,7.0,black,,,ellipsoid-to-ovoid,,1,1,,,,,,Unusual-max-elev-is-for-when-it's-found-as-a-shrub
1291,Convolvulaceae,Erycibe,zippelii,0,0,0,0,0,0,1,climber-or-shrub,,,berry,,7.0,,5.0,,,,ovoid,,1,1,,,,,,
4603,Olacaceae,Erythropalum,scandens,1,1,1,1,1,1,0,tree,0,2135,drupe,15.0,25.0,15.0,25.0,,yellow-to-red,,subglobose-to-ellipsoid,,,,,,,,,"""the-seed-is-""""evil-smelling""""?"""
2793,Flacourtiaceae,Erythrospermum,candidum,1,0,0,0,0,0,1,shrub-or-tree,10,75,,12.5,17.5,15.0,15.0,white-green,red/violet,,subglobose-or-subangular,,,,,,,,,sometimes-can-occur-at-heights-of-800-m-in-San-Cristobal
2565,Erythroxylaceae,Erythroxylum,cuneatum,1,1,1,1,1,1,1,tree,0,900,drupe,7.0,12.0,3.0,6.0,,,,oblong-ovoid,,,,,,,,,
2566,Erythroxylaceae,Erythroxylum,ecarinatum,0,0,0,1,1,0,1,tree,,2000,drupe,8.0,17.0,5.0,8.0,orange-red,,,ovoid,,,,,,,,,
2567,Erythroxylaceae,Erythroxylum,novogranatense,1,0,1,1,0,0,0,shrub,0,750,drupe,9.0,11.0,4.0,5.0,red,,,elliptic-oblong,,,,,,,,,often-grows-as-a-hedge-plant
5228,Sapindaceae,Euphorianthus,euneurus,0,0,1,1,1,1,1,tree,0,1100,capsule,10.0,20.0,10.0,20.0,yellow,,,,,,,,,,,,
83,Anacardiaceae,Euroschinus,papuanus,0,,,0,0,0,1,tree,,540,drupe,6.7,10.0,5.0,6.7,brown-black,,,obliquely-broad-ellipsoid,testa-free-from-endocarp,,,,,,,,
2850,Geitonoplesiaceae,Eustrephus,latifolius,0,0,0,0,0,0,1,tree,0,3000,,,,7.0,20.0,yellow,,,globular,,8,12,,,,,,
4590,Ochnaceae,Euthemis,leucocarpa,1,0,0,0,0,0,0,tree,0,1000,,,10.0,,,white-red,,,globular,,,,4.0,,2.0,,,
4591,Ochnaceae,Euthemis,minor,1,0,0,0,0,0,0,shrub,0,1250,,,6.0,,,,,,globular,,,,4.0,,2.5,,,
1292,Convolvulaceae,Evolvulus,alsinoides,1,0,1,1,1,1,1,herb,,,,,,,,,,,,,,,,,,,,
473,Balanophoraceae,Exorhopala,ruficeps,1,0,0,0,0,0,0,herb,100,1200,,,,,,,,,,,,,,,,,,
3180,Loganiaceae,Fagraea,acuminatissima,1,0,0,0,0,0,0,shrub-or-tree,0,750,berry,15.0,20.0,,,,,,ellipsoid-globular,,,,,,,,,found-mainly-in-peat-swamp-forests
3181,Loganiaceae,Fagraea,annulata,0,0,0,0,0,0,1,tree,,,berry,12.5,12.5,7.5,7.5,,,,ellipsoid-oblong,,,,,,,,,fruit-data-taken-from-immature-fruit.-Species-found-at-low-altitudes
3182,Loganiaceae,Fagraea,auriculata,1,1,1,0,1,0,0,shrub,0,1500,berry,60.0,150.0,,,,,,,,,,,,,,,
3183,Loganiaceae,Fagraea,berteriana,0,0,0,0,0,0,1,shrub-or-tree,0,500,berry,30.0,55.0,25.0,45.0,orange-red,,,ellipsoid-globular,,,,,,,,,
3184,Loganiaceae,Fagraea,blumei,1,1,1,1,0,0,0,tree,,,berry,50.0,70.0,17.5,25.0,,,,subglobose,,,,,,,,,
3185,Loganiaceae,Fagraea,bodenii,0,0,0,0,0,0,1,tree,80,2840,berry,40.0,40.0,22.5,22.5,orange,,,ellipsoid-subglobose,,,,,,,,,
3186,Loganiaceae,Fagraea,borneensis,1,1,1,0,0,0,0,shrub,,,berry,60.0,70.0,,,,,,,,,,,,,,,
3188,Loganiaceae,Fagraea,calcarea,1,0,0,0,0,0,0,shrub,,,,,,,,,,,,,,,,,,,,fruit-info-unknown
3189,Loganiaceae,Fagraea,carnosa,1,0,0,0,0,0,0,shrub,0,2000,berry,40.0,40.0,70.0,70.0,grey-blue,,,ellipsoid,,,,,,,,,
3190,Loganiaceae,Fagraea,carstensensis,0,0,0,0,0,0,1,tree,200,860,,,,,,,,,,,,,,,,,,fruit-info-unknown
3191,Loganiaceae,Fagraea,ceilanica,1,1,1,1,1,1,1,shrub,0,2500,berry,30.0,50.0,,,white-brown,,,ovoid-ellipsoid,,,,,,,,,
3192,Loganiaceae,Fagraea,ceramensis,0,0,0,0,1,0,0,liana,500,800,,,,,,,,,,,,,,,,,,no-fruit-info-given
3193,Loganiaceae,Fagraea,crenulata,1,0,0,0,0,0,0,tree,0,10,berry,25.0,25.0,,,,,,ellipsoid,,,,,,,,,
3194,Loganiaceae,Fagraea,curtisii,1,0,0,0,0,0,0,tree,1,1300,berry,37.5,50.0,,,,,,subglobose,,,,,,,,,
3195,Loganiaceae,Fagraea,elliptica,1,0,0,1,1,0,1,tree,0,1800,berry,5.0,5.0,7.5,7.5,orange-red,,,globose,,,,,,,,,found-mostly-on-sand
3196,Loganiaceae,Fagraea,eymae,0,0,0,0,0,0,1,shrub,,1750,berry,25.0,30.0,,,,,,globular,,,,,,,,,
3197,Loganiaceae,Fagraea,fastigiata,1,0,0,0,0,0,0,liana,600,1000,berry,20.0,20.0,,,,,,globular,,,,,,,,,
3198,Loganiaceae,Fagraea,fragrans,1,1,1,1,0,0,1,tree,0,800,berry,7.5,7.5,10.0,10.0,orange-red,,,ellipsoid,,,,,,,,,
3199,Loganiaceae,Fagraea,gardenioides,1,0,0,0,0,0,0,shrub,,,berry,40.0,40.0,,,,,,ovoid-ellipsoid,,,,,,,,,
3200,Loganiaceae,Fagraea,gitingensis,0,0,1,0,1,0,0,tree,300,400,berry,35.0,40.0,17.5,17.5,orange-red,,,oblong-ellipsoid,,,,,,,,,
3201,Loganiaceae,Fagraea,gracilipes,0,0,0,0,0,0,1,tree,0,1530,berry,30.0,40.0,,,orange-red,,,ellipsoid-obovoid,,,,,,,,,found-in-and-along-rainforests
3202,Loganiaceae,Fagraea,gracilis,0,0,0,1,0,0,0,liana,500,1200,,,,,,,,,,,,,,,,,,no-fruit-info-given
3203,Loganiaceae,Fagraea,involucrata,1,0,0,0,0,0,0,liana-or-shrub-or-tree,0,1800,berry,45.0,45.0,40.0,40.0,,,,ovoid,,,,,,,,,
3204,Loganiaceae,Fagraea,longiflora,0,0,1,0,0,0,0,shrub,100,1400,berry,30.0,45.0,27.5,27.5,,,,ellipsoid-subglobose,,,,,,,,,
3205,Loganiaceae,Fagraea,macroscypha,1,0,0,0,0,0,0,liana-or-shrub-or-tree,0,200,berry,70.0,70.0,40.0,40.0,,,,reverse-pear-shaped,,,,,,,,,
3206,Loganiaceae,Fagraea,parviflora,0,0,1,0,1,0,0,shrub,,,berry,60.0,70.0,,,,,,,,,,,,,,,
3207,Loganiaceae,Fagraea,plumeriaeflora,0,0,1,0,0,0,0,tree,500,2000,berry,,,,,,,,spindle-shaped,,,,,,,,,
3208,Loganiaceae,Fagraea,racemosa,1,1,1,1,1,0,1,tree,0,2000,berry,25.0,25.0,,,blue-red,,,globose-ellipsoid,,,,,,,,,
3209,Loganiaceae,Fagraea,resinosa,1,0,0,0,0,0,0,liana-or-shrub-or-tree,,700,berry,45.0,45.0,30.0,30.0,,,,ovoid,,,,,,,,,
3210,Loganiaceae,Fagraea,ridleyi,1,0,0,0,0,0,0,liana-or-shrub,0,300,berry,50.0,50.0,32.5,32.5,,,,inverse-pear-globular,,,,,,,,,
3211,Loganiaceae,Fagraea,salticola,0,0,0,0,0,0,1,tree,2500,2850,berry,35.0,35.0,15.0,15.0,orange,,,ellipsoid,,,,,,,,,
3212,Loganiaceae,Fagraea,tacapala,0,0,0,1,1,0,0,liana,1000,2000,berry,70.0,70.0,,,,,,subglobose,,,,,,,,,
3213,Loganiaceae,Fagraea,truncata,0,0,0,1,0,0,0,liana,700,1250,berry,35.0,35.0,25.0,25.0,,,,ellipsoid,,,,,,,,,
3214,Loganiaceae,Fagraea,tubulosa,1,0,0,0,0,0,0,shrub,,900,,,,,,,,,,,,,,,,,,fruit-info-unknown
3215,Loganiaceae,Fagraea,umbelliflora,0,0,0,0,0,0,1,tree,60,1200,berry,,,10.0,10.0,,,,subglobose,,,,,,,,,
